HEALTH_PROTOCOL_TYPE_IDENT,ALARM_PROTOCOL_CODE,ALARM_PROTOCOL_IDENT,DESCRIPTION,LOCALIZED_DESCRIPTION,SEVERITY,ACTIVE,NAME,EXPRESSION,SEVERITY_LEVEL,CREATED_TIMESTAMP,CREATED_LOGIN_NAME,LAST_UPDATED_TIMESTAMP,LAST_UPDATED_LOGIN_NAME,ALIAS,MUTE,IGNORE_ALARM_RULE,CAN_MERGE_ALARM,MERGE_ALARM_TIME,HAS_MIN_DURATION,MIN_DURATION,IGNORE_ALARM_RULE_SEVERITIES,CAN_FILTER_VIRTUAL_ALARM,FILTER_VIRTUAL_ALARM_TIME
05EAAC07-2A3D-4E72-913A-7ACA936B9455,36678,10001,High Coolant Temp (Left Engine),NULL,A,Y,High Coolant Temp (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,43985,10002,Coolant Temp Ckt Failed High (Left),NULL,W,Y,Coolant Temp Ckt Failed High (Left),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,43986,10003,Coolant Temp Ckt Failed Low(Left Engine),NULL,W,Y,Coolant Temp Ckt Failed Low(Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,43998,10004,Coolant Temp Above Normal (Left Engine),NULL,W,Y,Coolant Temp Above Normal (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,44013,10005,Low Coolant Level (Left Engine),NULL,A,Y,Low Coolant Level (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,44015,10006,Coolant Level Ckt Failed High (Left),NULL,W,Y,Coolant Level Ckt Failed High (Left),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,44016,10007,Coolant Level Ckt Failed Low (Left),NULL,W,Y,Coolant Level Ckt Failed Low (Left),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,44030,10008,Coolant Level Below Normal (Left Engine),NULL,W,Y,Coolant Level Below Normal (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,44044,10009,Very Low Coolant Pressure (Left Engine),NULL,A,Y,Very Low Coolant Pressure (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,44046,10010,Coolant Press Ckt Failed High (Left),NULL,W,Y,Coolant Press Ckt Failed High (Left),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,44047,10011,Coolant Press Ckt Failed Low (Left),NULL,W,Y,Coolant Press Ckt Failed Low (Left),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,36770,10012,High Fuel Temp (Most Severe Level) Left,NULL,A,Y,High Fuel Temp (Most Severe Level) Left,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,44077,10013,Fuel Temp Ckt Failed High (Left Engine),NULL,W,Y,Fuel Temp Ckt Failed High (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,44078,10014,Fuel Temp Ckt Failed Low (Left Engine),NULL,W,Y,Fuel Temp Ckt Failed Low (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,44136,10015,Very Low Oil Pressure (Left Engine),NULL,A,Y,Very Low Oil Pressure (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,44138,10016,Oil Press Ckt Failed High (Left Engine),NULL,W,Y,Oil Press Ckt Failed High (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,44139,10017,Oil Press Ckt Failed Low (Left Engine),NULL,W,Y,Oil Press Ckt Failed Low (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,36861,10018,Engine Oil Temperature High (Left Engine),NULL,A,Y,Engine Oil Temperature High (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,44168,10019,Oil Temp Ckt Failed High (Left Engine),NULL,W,Y,Oil Temp Ckt Failed High (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,44169,10020,Oil Temp Ckt Failed Low (Left Engine),NULL,W,Y,Oil Temp Ckt Failed Low (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,44181,10021,Engine Oil Temp Above Normal (Left),NULL,W,Y,Engine Oil Temp Above Normal (Left),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,14-16,10022,High Lube Oil Filter Restriction (Left),NULL,W,Y,High Lube Oil Filter Restriction (Left),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,15-0,10023,High Crankcase Pressure (Left Engine),NULL,A,Y,High Crankcase Pressure (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,15-3,10024,Crankcase Press Ckt Failed High (Left),NULL,W,Y,Crankcase Press Ckt Failed High (Left),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,15-4,10025,Crankcase Press Ckt Failed Low (Left),NULL,W,Y,Crankcase Press Ckt Failed Low (Left),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,16-3,10026,Int Man Press 1 Failed High,NULL,I,Y,Int Man Press 1 Failed High,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,16-4,10027,Int Man Press 1 Failed Low,NULL,I,Y,Int Man Press 1 Failed Low,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,16-17,10028,Int Man Press 1 Below Normal,NULL,I,Y,Int Man Press 1 Below Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,17-3,10029,Int Man Press 2 Failed High,NULL,I,Y,Int Man Press 2 Failed High,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,17-4,10030,Int Man Press 2 Failed Low,NULL,I,Y,Int Man Press 2 Failed Low,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,17-17,10031,Int Man Press 2 Below Normal,NULL,I,Y,Int Man Press 2 Below Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,21-0,10032,High Int Man Temp 1 (Left Engine),NULL,A,Y,High Int Man Temp 1 (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,21-3,10033,Int Man Temp 1 Ckt Failed High (Left),NULL,W,Y,Int Man Temp 1 Ckt Failed High (Left),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,21-4,10034,Int Man Temp 1 Ckt Failed Low (Left),NULL,W,Y,Int Man Temp 1 Ckt Failed Low (Left),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,21-10,10035,Rapid rise int man temp 1 (Left Engine),NULL,A,Y,Rapid rise int man temp 1 (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,21-16,10036,High Intake Manifold Temp 1 (Left Engine),NULL,W,Y,High Intake Manifold Temp 1 (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,22-0,10037,High Int Man Temp 2 (Left Engine),NULL,A,Y,High Int Man Temp 2 (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,22-3,10038,Int Man Temp 2 Ckt Failed High (Left),NULL,W,Y,Int Man Temp 2 Ckt Failed High (Left),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,22-4,10039,Int Man Temp 2 Ckt Failed Low (Left),NULL,W,Y,Int Man Temp 2 Ckt Failed Low (Left),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,22-10,10040,Rapid rise int man temp 2 (Left Engine),NULL,W,Y,Rapid rise int man temp 2 (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,22-16,10041,High Intake Manifold Temp 2 (Left),NULL,W,Y,High Intake Manifold Temp 2 (Left),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,41-0,10042,High Rail Pressure (Left Engine),NULL,A,Y,High Rail Pressure (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,41-3,10043,Rail Press Ckt Failed High(Left Engine),NULL,W,Y,Rail Press Ckt Failed High(Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,41-4,10044,Rail Press Ckt Failed Low(Left Engine),NULL,W,Y,Rail Press Ckt Failed Low(Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,41-18,10045,Rail Pressure 1 Below Normal (Left),NULL,W,Y,Rail Pressure 1 Below Normal (Left),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,43-3,10046,Ambient Air Press Failed High (Left),NULL,W,Y,Ambient Air Press Failed High (Left),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,43-4,10047,Ambient Air Press  Failed Low (Left),NULL,W,Y,Ambient Air Press  Failed Low (Left),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,44-3,10048,Ambient Temp Sensor Failed High,NULL,I,Y,Ambient Temp Sensor Failed High,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,44-4,10049,Ambient Temp Sensor Failed Low,NULL,I,Y,Ambient Temp Sensor Failed Low,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,46-0,10050,Eng Overspeed (Left Engine),NULL,A,Y,Eng Overspeed (Left Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,46-2,10051,Engine Crankshaft Speed Erratic (Left),NULL,W,Y,Engine Crankshaft Speed Erratic (Left),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,48-3,10052,Accel Pedal Sensor 1 Ckt Failed High (L),NULL,W,Y,Accel Pedal Sensor 1 Ckt Failed High (L),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,48-4,10053,Accel Pedal Sensor 1 Ckt Failed Low (L),NULL,W,Y,Accel Pedal Sensor 1 Ckt Failed Low (L),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,48-8,10054,Accel Pedal Pos Sensor1 Ckt Freq Issue(L),NULL,W,Y,Accel Pedal Pos Sensor1 Ckt Freq Issue(L),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,60-0,10055,High Coolant Temp (Right Engine),NULL,A,Y,High Coolant Temp (Right Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,60-3,10056,Coolant Temp Ckt Failed High (Right),NULL,W,Y,Coolant Temp Ckt Failed High (Right),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,60-4,10057,Coolant Temp Ckt Failed Low(Right Engine),NULL,W,Y,Coolant Temp Ckt Failed Low(Right Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,60-16,10058,Coolant Temp Above Normal (Right Engine),NULL,W,Y,Coolant Temp Above Normal (Right Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,61-1,10059,Low Coolant Level (Right Engine),NULL,A,Y,Low Coolant Level (Right Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,61-3,10060,Coolant Level Ckt Failed High (Right),NULL,W,Y,Coolant Level Ckt Failed High (Right),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,61-4,10061,Coolant Level Ckt Failed Low (Right),NULL,W,Y,Coolant Level Ckt Failed Low (Right),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,61-18,10062,Coolant Level Below Normal (Right Engine),NULL,W,Y,Coolant Level Below Normal (Right Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,62-1,10063,Very Low Coolant Pressure (Right Engine),NULL,A,Y,Very Low Coolant Pressure (Right Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,62-3,10064,Coolant Press Ckt Failed High (Right),NULL,W,Y,Coolant Press Ckt Failed High (Right),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,62-4,10065,Coolant Press Ckt Failed Low (Right),NULL,W,Y,Coolant Press Ckt Failed Low (Right),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,63-0,10066,High Fuel Temp (Most Severe Level) Right,NULL,A,Y,High Fuel Temp (Most Severe Level) Right,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,63-3,10067,Fuel Temp Ckt Failed High (Right Engine),NULL,W,Y,Fuel Temp Ckt Failed High (Right Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,63-4,10068,Fuel Temp Ckt Failed Low (Right Engine),NULL,W,Y,Fuel Temp Ckt Failed Low (Right Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,65-1,10069,Very Low Oil Pressure (Right Engine),NULL,A,Y,Very Low Oil Pressure (Right Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,65-3,10070,Oil Press Ckt Failed High (Right Engine),NULL,W,Y,Oil Press Ckt Failed High (Right Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,65-4,10071,Oil Press Ckt Failed Low (Right Engine),NULL,W,Y,Oil Press Ckt Failed Low (Right Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,66-0,10072,Engine Oil Temperature High (Right Engine),NULL,A,Y,Engine Oil Temperature High (Right Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,66-3,10073,Oil Temp Ckt Failed High (Right Engine),NULL,W,Y,Oil Temp Ckt Failed High (Right Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,66-4,10074,Oil Temp Ckt Failed Low (Right Engine),NULL,W,Y,Oil Temp Ckt Failed Low (Right Engine),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
05EAAC07-2A3D-4E72-913A-7ACA936B9455,66-16,10075,Engine Oil Temp Above Normal (Right),NULL,W,Y,Engine Oil Temp Above Normal (Right),NULL,NULL,NULL,NULL,NULL,NULL,NULL,N,NULL,1,1,0,NULL,NULL,NULL,NULL
